Range,Mean CPU Time (microseconds)
5,1.961238484994285
6,4.809804069196505
7,11.094450136960404
8,25.45291637885755
9,58.10211025096243
10,131.36823858186136
11,302.82382070061504
12,683.5875305894352
13,1550.5057560803107
14,3531.6811073604586
15,7836.3101028080155
16,17264.729901283623
17,38194.8353283345
18,97520.70761856888
19,293800.9946549755
20,735187.6901299783
