Range,Mean CPU Time (microseconds)
5,26.400800054976322
6,37.46689352062549
7,56.9518592601472
8,94.15539219475131
9,172.50436699060418
10,335.0747786461832
11,699.7486189897922
12,1495.9194224568846
13,3206.1484125688007
14,7019.846294183689
15,15114.19066152163
16,32635.49381571449
17,70591.41677333262
18,168876.3745049991
19,449222.50452499784
20,1073525.2258199898
